"商品特定コード指定","システム商品コード","独自商品コード","商品名","販売価格","数量","オプショングループ"
"0","000000000669","w-paxsz502","ノートパソコン 中古 【訳あり】Webカメラ Panasonic Let's note CF-SZ5 第6世代 Core i5 6200U以上 メモリ4GB SSD128GB(M.2) 12.1インチ WUXGA Windows10 Pro 64bit Office付き 中古ノートパソコン 中古パソコン 軽量 パナソニック レッツノート","16800","5","[SP4150]"
"0","000000000670","w-paxsz601","ノートパソコン 中古 【訳あり】Webカメラ Panasonic Let's note CF-SZ6 第7世代 Core i5 7200U以上 メモリ8GB SSD256GB(M.2) 12.1インチ WUXGA Windows10 Pro 64bit Office付き 中古ノートパソコン 中古パソコン 軽量 パナソニック レッツノート","19800","13","[SP4150]"
"0","000000000672","w-paxsz603","ノートパソコン 中古 【訳あり】Webカメラ Panasonic Let's note CF-SZ6 第7世代 Core i5 7200U以上 メモリ8GB 新品SSD128GB(2.5"") 12.1インチ WUXGA Windows10 Pro Office付き 中古ノートパソコン 中古パソコン 軽量 パナソニック レッツノート","18800","3","[SP4150]"
"0","000000000675","n-torb55b01","東芝 dynabook B55/B 第6世代 Core i3 6100U メモリ4GB 新品SSD128GB DVDROM 15.6インチ テンキー 無線LAN Windows11 Pro Office付き 中古ノートパソコン 中古パソコン","14800","0","[SP1300]"
"0","000000000682","t-pa32th32d300ht01","液晶テレビ 中古 Panasonic VIERA TH-32C305HT 32V型 ブラック 地上デジタル BSデジタル 110度CSデジタル HDMI 純正リモコン・B-CASカード付属 | 中古テレビ 液晶 液晶ディスプレイ ディスプレー TV テレビ 32型","21000","0",""
"0","000000000683","t-so43kj-43w730e03","液晶テレビ 中古 SONY BRAVIA KJ-43W730E 汎用スタンド 43V型 ブラック 地上デジタル BSデジタル 110度CSデジタル フルHD HDMI 純正リモコン・B-CASカード付属 | ディスプレイ テレビ TV 液晶ディスプレイ 液晶 ソニー","38700","0",""
"0","000000000684","w-pa24th24d300ht01","液晶テレビ 中古 【訳あり】 送料無料 Panasonic VIERA TH-24D300HT 24V型 ブラック 地上デジタル BSデジタル 110度CSデジタル HDMI 純正リモコン・B-CASカード付属 | 中古テレビ 液晶 液晶ディスプレイ ディスプレー TV","13800","0",""
"0","000000000685","w-pa32th32d300ht01","液晶テレビ 中古 【訳あり】 Panasonic VIERA TH-32D300HT 32V型 ブラック 地上デジタル BSデジタル 110度CSデジタル HDMI 純正リモコン・B-CASカード付属 | 中古テレビ 液晶 液晶ディスプレイ ディスプレー TV テレビ","19000","0",""
"0","000000000686","w-so43kj-43w730e06","液晶テレビ 中古 【訳あり】 SONY BRAVIA KJ-43W730E 汎用スタンド 43V型 ブラック 地上デジタル BSデジタル 110度CSデジタル フルHD HDMI 純正リモコン・B-CASカード ディスプレイ テレビ TV 液晶ディスプレイ 液晶 ソニー","36700","0",""
"0","000000000687","w-so43kj-43w730e07","液晶テレビ 中古 【訳あり】 SONY BRAVIA KJ-43W730E 汎用スタンド 43V型 ブラック 地上デジタル BSデジタル 110度CSデジタル フルHD HDMI 純正リモコン・B-CASカード ディスプレイ テレビ TV 液晶ディスプレイ 液晶 ソニー","35700","0",""
"0","000000000711","n-torb55j01","【中古】 東芝 dynabook B55/J 15.6インチ 第7世代 Core i3 7100U メモリ8GB 新品SSD256GB DVDROM テンキー Windows11 Pro ノートパソコン Office付き 中古","21999","0","[SP4180]"
"0","000000000712","n-demins379301","Windows11 17.3インチ DELL Inspiron 3793 第10世代 Core i7 1065G7 メモリ8GB 新品SSD256GB DVDマルチ テンキー Webカメラ 無線LAN Bluetooth Windows11 Pro ノートパソコン 中古 Office付き","59800","0","[SP4180]"
"0","000000000713","d-eprat994e01_11","Windows11 EPSON Endeavor AT994E デスクトップパソコン 第8世代 Core i5 8400 メモリ8GB 新品SSD256GB DVDROM USB3.0 Windows11 Pro 64bit Office付き | パソコン 中古パソコン デスクトップ SSD 中古PC PC 本体 デスクトップpc 【中古】 あす楽対応商品","28800","0","[SP4430]"
"0","000000000714","d-eprat994e01b_11","Windows11 EPSON Endeavor AT994E 22型ワイド液晶セット デスクトップパソコン 第8世代 Core i5 8400 メモリ8GB 新品SSD256GB DVDROM USB3.0 Windows11 Pro 64bit Office付き | パソコン 中古パソコン デスクトップ SSD 中古PC デスクトップpc 中古 あす楽対応商品","36800","0","[SP5180]"
"0","000000000715","d-hpm800g4sf01_11","Windows11 HP EliteDesk 800 G4 SF デスクトップパソコン 第8世代 Core i7 8700 メモリ16GB 新品SSD256GB DVDマルチ USB3.0 Windows11 Pro Office付き | パソコン 中古パソコン デスクトップ 本体 中古","48900","0","[SP2940]"
"0","000000000716","d-hpm800g4sf01b_11","Windows11 HP EliteDesk 800 G4 SF 22型ワイド液晶セット デスクトップパソコン 第8世代 Core i7 8700 メモリ16GB 新品SSD256GB DVDマルチ Windows11 Pro Office付き | パソコン 中古パソコン デスクトップ 中古","56900","0","[SP2950]"
"0","000000000717","d-hpm800g4sf02_11","Windows11 ゲーミングPC eスポーツ GeForce GT 1030 HP EliteDesk 800 G4 SF デスクトップパソコン 第8世代 Core i7 8700 メモリ16GB 新品SSD256GB DVDマルチ USB3.0 Windows11 Pro Office付き | パソコン ゲーミング 中古","62900","0","[SP2960]"
"0","000000000718","d-hpm800g4sf02b_11","Windows11 ゲーミングPC eスポーツ GeForce GT 1030 HP EliteDesk 800 G4 SF 22型ワイド液晶セット デスクトップパソコン 第8世代 Core i7 8700 メモリ16GB 新品SSD256GB DVDマルチ USB3.0 Windows11 Pro Office付き | パソコン ゲーミング 中古","70900","0","[SP2970]"
"0","000000000719","d-hpmz240sf01_11","Windows11 【中古】 ゲーミングPC Radeon RX 6400 HP Z240 SFF Workstation デスクトップパソコン Xeon E3-1230 v5 メモリ16GB SSD256GB DVDマルチ Windows11 Pro 64bit Kingsoft WPS Office付き eSports e-Sports | ゲーミング リフレッシュPC 中古パソコン","62900","0","[SP3500]"
"0","000000000720","d-hpmz240sf01b_11","Windows11 【中古】 ゲーミングPC Radeon RX 6400 HP Z240 SFF Workstation 22型ワイド液晶セット デスクトップパソコン Xeon E3-1230 v5 メモリ16GB SSD256GB DVDマルチ Windows11 Pro 64bit Office付き eSports e-Sports | ゲーミング リフレッシュPC 中古パソコン","70900","0","[SP3510]"
"0","000000000721","d-lerm700small01_11","Windows11 Lenovo ThinkCentre M700 Small デスクトップパソコン 第6世代 Core i5 6400 メモリ4GB 新品SSD128GB DVDROM USB3.0 Windows11 Pro 64bit Office付き | パソコン 中古パソコン デスクトップ 中古PC PC 本体 デスクトップpc 【中古】 あす楽対応商品","20900","0","[SP1710]"
"0","000000000722","d-lerm700small01b_11","Windows11 Lenovo ThinkCentre M700 Small 22型ワイド液晶セット デスクトップパソコン 第6世代 Core i5 6400 メモリ4GB 新品SSD128GB DVDROM USB3.0 Windows11 Pro Office付き | パソコン 中古パソコン デスクトップ 中古PC デスクトップpc 中古 あす楽対応商品","28900","0","[SP1720]"
"0","000000000723","d-lexm710qtiny01_11","Windows11 超小型 Lenovo ThinkCentre M710q Tiny デスクトップパソコン 第7世代 Core i3 7100T メモリ4GB 新品NVMe SSD250GB USB3.0 Windows11 Pro Office付き | パソコン 中古パソコン デスクトップ 中古","16900","0","[SP2980]"
"0","000000000724","d-lexm710qtiny01b_11","Windows11 超小型 Lenovo ThinkCentre M710q Tiny 22型ワイド液晶セット デスクトップパソコン 第7世代 Core i3 7100T メモリ4GB 新品NVMe SSD250GB USB3.0 Windows11 Pro Office付き パソコン 中古パソコン デスクトップ 中古","24900","0","[SP2990]"
"0","000000000725","n-fura574k02_11","Windows11 【中古】 富士通 LIFEBOOK A574/K 15.6インチ 第4世代 Core i3 4100M メモリ4GB 新品SSD128GB DVDROM テンキー 無線LAN Windows11 Pro ノートパソコン Office付き","15800","0","[SP2760]"
"0","000000000726","n-fuxa577p01_11","Windows11 【中古】 富士通 LIFEBOOK A577/P 15.6インチ 第7世代 Celeron 3865U メモリ8GB 新品SSD128GB ドライブ無し 無線LAN Windows11 Pro ノートパソコン Office付き","19900","0","[SP4170]"
"0","000000000727","n-fuxa577s02_11","Windows11 【中古】 富士通 LIFEBOOK A577/S 15.6インチ 第7世代 Core i3 7130U メモリ4GB 新品SSD128GB ドライブ無し テンキー 無線LAN Windows11 Pro ノートパソコン Office付き","18800","0","[SP2760]"
"0","000000000728","n-hpx820g302_11","Windows11 【中古】 Webカメラ HP EliteBook 820 G3 12.5インチ 第6世代 Core i5 6200U メモリ4GB 新品SSD128GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 軽量 モバイル","17800","0","[SP2760]"
"0","000000000729","n-nervk23lxu01_11","Windows11 【中古】 NEC VersaPro VK23L/X-U 15.6インチ 第6世代 Core i3 6100U メモリ4GB 新品SSD128GB テンキー 無線LAN Windows11 Pro ノートパソコン Office付き","17800","0","[SP2760]"
"0","000000000730","n-paxsz504_11","Windows11 【中古】 Webカメラ Panasonic Let's note CF-SZ5 12.1インチ 第6世代 Core i5 6200U以上 メモリ8GB SSD256GB(M.2) WUXGA 無線LAN Windows11 Pro ノートパソコン Office付き 軽量 モバイル レッツノート","23800","3","[SP4150]"
"0","000000000731","w-paxsz501_11","Windows11 【中古】【訳あり】 Webカメラ Panasonic Let's note CF-SZ5 12.1インチ 第6世代 Core i5 6200U以上 メモリ8GB SSD256GB(M.2) WUXGA 無線LAN Windows11 Pro ノートパソコン Office付き 軽量 モバイル レッツノート","21800","19","[SP4150]"
"0","000000000732","w-paxsz601_11","Windows11 【中古】【訳あり】 Webカメラ Panasonic Let's note CF-SZ6 12.1インチ 第7世代 Core i5 7200U以上 メモリ8GB SSD256GB(M.2) WUXGA 無線LAN Windows11 Pro ノートパソコン Office付き 軽量 モバイル レッツノート","22800","13","[SP4150]"
"0","000000000733","d-epmmr8200m01","【中古】 Windows11 ゲーミングPC GeForce GTX 1050 Ti EPSON Endeavor MR8200-M 第9世代 Core i7 9700K メモリ16GB 新品NVMe SSD250GB Windows11 Pro デスクトップパソコン Office付き","69800","0",""
"0","000000000734","d-epmmr8200m01b","【中古】 Windows11 ゲーミングPC GeForce GTX 1050 Ti EPSON Endeavor MR8200-M 22型ワイド液晶セット 第9世代 Core i7 9700K メモリ16GB 新品NVMe SSD250GB Windows11 Pro デスクトップパソコン Office付き","77800","0",""
"0","000000000735","n-doma17ya01","【中古】 Windows11 17.3インチ Webカメラ ドスパラ Diginnos A17 YA Core i5 3230M メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 軽量 モバイル","25800","0","[SP4180]"
"0","000000000736","n-demvo357201","【中古】 Windows11 Home Webカメラ DELL Vostro 15 3572 15.6インチ 第7世代 Celeron N4000 メモリ8GB 新品SSD128GB DVDマルチ テンキー 無線LAN Bluetooth ノートパソコン Office付き","19800","0","[SP4170]"
"0","000000000737","n-fums937rx01","【中古】 Windows11 Webカメラ 富士通 LIFEBOOK S937/S 13.3インチ 第7世代 Core i5 7300U メモリ12GB SSD256GB DVDマルチ フルHD 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 軽量 モバイル","28800","0","[SP4150]"
"0","000000000738","n-fuxa748tx01","富士通 LIFEBOOK A748/TX 15.6インチ 第8世代 Core i3 8130U メモリ8GB 新品SSD128GB DVDROM テンキー 無線LAN Windows11 Pro ノートパソコン Office付き 中古","28800","1","[SP3770]"
"0","000000000739","n-hpm450g203","【中古】 Windows11 Webカメラ HP ProBook 450 G2 15.6インチ 第5世代 Celeron 3205U メモリ8GB 新品SSD128GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","17800","0","[SP4170]"
"0","000000000740","n-hpx820g303","【中古】 Windows11 Webカメラ HP EliteBook 820 G3 12.5インチ 第6世代 Core i3 6100U メモリ8GB 新品SSD128GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 軽量 モバイル","22800","1","[SP4170]"
"0","000000000741","n-lexx27003","【中古】 Windows11 Webカメラ Lenovo ThinkPad X270 12.5インチ 第6世代 Core i3 6006U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 軽量 モバイル","22800","1","[SP4180]"
"0","000000000742","n-msxgt75vr01","【中古】 Windows11 Home ゲーミングPC GTX 1080内蔵 MSI GT75VR Titan Pro 15.6インチ 第7世代 Core i7 7820HK メモリ64GB NVMe SSD250GB＋NVMe SSD250GB＋HDD1TB テンキー Webカメラ 無線LAN Bluetooth ノートパソコン Office付き","138000","0","[SP4160]"
"0","000000000743","d-hpm600g201-11","【中古】 新品SSD256GB搭載 HP ProDesk 600 G2 SF デスクトップパソコン 第6世代 Corei3 6100 メモリ4GB DVDマルチ USB3.0 Windows11 Pro Office付き | パソコン 中古パソコン デスクトップ SSD 中古PC PC テレワーク 本体 デスクトップpc","20800","0","[SP1710]"
"0","000000000744","d-hpm600g201b-11","【中古】 新品SSD256GB搭載 HP ProDesk 600 G2 SF デスクトップパソコン 22型ワイド液晶セット 第6世代 Corei3 6100 メモリ4GB DVDマルチ USB3.0 Windows11 Pro 64bit Kingsoft WPS Office付き 新品キーボード＆マウス付属","28800","0","[SP1720]"
"0","000000000745","d-hpr800g303-11","【中古】 ゲーミングPC GeForce GT 1030 メモリ8GB 新品NVMe SSD250GB HP EliteDesk 800 G3 SF デスクトップパソコン 第7世代 Corei5 7600 DVDROM USB3.0 Windows11 Pro Office付き eSports e-Sports | ゲーミング リフレッシュPC 中古パソコン","46900","0","[SP3020]"
"0","000000000746","d-hpr800g303b-11","【中古】 ゲーミングPC GeForce GT 1030 メモリ8GB 新品NVMe SSD250GB HP EliteDesk 800 G3 SF 22型ワイド液晶セット デスクトップパソコン 第7世代 Corei5 7600 DVDROM Windows11 Pro Office付き eSports e-Sports リフレッシュPC 中古パソコン","54900","0","[SP3030]"
"0","000000000747","d-hpr800g304-11","【中古】 ゲーミングPC eスポーツ Radeon RX 6400 メモリ16GB 新品NVMe SSD500GB HP EliteDesk 800 G3 SF デスクトップパソコン Corei7 7700 DVDROM Windows11 Pro Office付き eSports e-Sports | ゲーミング リフレッシュPC 中古パソコン","75900","0","[SP3040]"
"0","000000000748","d-hpr800g304b-11","【中古】 ゲーミングPC eスポーツ Radeon RX 6400 メモリ16GB 新品NVMe SSD500GB HP EliteDesk 800 G3 SF 22型ワイド液晶セット デスクトップパソコン Corei7 7700 DVDROM Windows11 Pro Office付き リフレッシュPC 中古パソコン あす楽対応商品","83900","0","[SP3050]"
"0","000000000749","d-lerm73small01-11","Lenovo ThinkCentre M73 Small デスクトップパソコン 第4世代 Core i5 4440 メモリ4GB 新品SSD128GB DVDROM USB3.0 Windows11 Pro Office付き | パソコン 中古パソコン デスクトップ 中古PC PC テレワーク 本体 デスクトップpc 中古","15900","0","[SP3060]"
"0","000000000750","d-lerm73small01b-11","Lenovo ThinkCentre M73 Small 22型ワイド液晶セット デスクトップパソコン 第4世代 Core i5 4440 メモリ4GB 新品SSD128GB DVDROM USB3.0 Windows11 Pro Office付き | パソコン 中古パソコン デスクトップ 中古PC PC デスクトップpc 中古","23900","0","[SP3070]"
"0","000000000751","n-fuma577sx01-11","【中古】 富士通 LIFEBOOK A577/SX 15.6インチ 第7世代 Core i3 7130U メモリ8GB 新品SSD128GB DVDマルチ テンキー 無線LAN Windows11 Pro ノートパソコン Office付き","20800","0","[SP4170]"
